PC1,PC2,Cluster,HC_Cluster,DBscan_Cluster
0.9147524658805413,-0.826205764118926,2,2,1
-0.5887369197783145,-0.8199516236586977,1,3,0
0.1548862967242695,1.0794572522036154,0,2,1
-1.0227711911844408,-1.5674100790540335,1,2,1
0.3600160725809772,-1.0893998790488446,1,2,-1
-1.0598412255820875,-2.448256511561902,1,2,1
-0.9158655090472445,1.9863360996916601,0,0,0
-1.0604272183469081,-0.3297170133857388,1,0,0
1.2187122028129938,1.2297250331140477,0,0,0
0.7856671691717535,0.15069548758006476,0,0,0
0.04352677090752155,0.35631977663767084,0,2,-1
-0.03261938045585271,0.3356498675350537,0,0,0
-1.2863753524103745,-0.011821943632766022,1,2,1
1.4146517534827823,-0.3178133300106978,2,1,1
1.3095241262006414,1.0547666393468258,0,0,0
-2.169927706851194,-0.018198535051250825,1,0,0
-0.47552383256033837,0.0598601563272862,1,2,-1
-1.4591719652811495,-0.2661395755958758,1,3,0
-0.7204363437091827,0.8809843978462908,0,2,1
-0.9051844526468087,0.0047280906405058045,1,2,1
-1.9700748318709453,0.1878390868674498,1,0,0
-0.1750511202029072,-0.9472593309220783,1,3,0
0.21985648971499483,1.592692531623775,0,0,0
-1.6385098741719595,-0.014795763245498923,1,3,0
-1.69774124480736,0.3840350385677572,1,0,0
-1.3609764511585334,1.9998714654250551,0,0,0
-1.4031981247555394,1.2869392291581288,0,0,0
-1.537609879658191,0.6865043991523312,0,0,0
1.9707217634614325,0.40137726654425465,2,1,1
0.11417851899508143,-0.9950699607581099,1,3,0
2.5725884338886886,2.1142576002059683,2,1,1
-2.3193757540575857,-0.23478722960836385,1,3,0
-0.6613799367651496,-0.7535980537681085,1,3,0
0.5778747705455587,1.8560150217063611,0,0,0
-0.19703599100014751,0.051746661224775926,1,0,0
-1.0291084684614986,1.852293859661003,0,0,0
-0.9198377862983182,-2.0078780478660594,1,3,0
-1.1484878373134793,-0.8269458031143974,1,2,1
-0.31384691286336414,-1.144517654684067,1,2,1
1.206411142441727,-0.8840637480135488,2,1,1
2.2591890533351173,1.2414153049211438,2,1,1
0.7502238142788598,1.9429891719215888,0,2,1
-2.132100713542048,0.9529339394930673,1,0,0
-1.9837414698278824,0.3063937917319445,1,0,0
-0.5640339239473681,1.1135060332003177,0,0,0
0.20706610409210835,-1.2421369648283156,1,3,0
-1.1165120337619634,-1.203501164315242,1,3,0
0.3218144489164544,0.10689240314220852,0,0,0
-0.84899877864819,-0.6035248532791713,1,2,1
0.6418338623907471,0.1725526377803504,0,0,0
0.6422844530089602,0.4305370430457731,0,0,1
1.7356732241015316,-0.8256145955294121,2,1,1
-2.43818046469167,-1.257470021085676,1,3,0
-2.859765246910705,-1.2191102191748755,1,3,0
-0.022108442934158087,-0.2554876592751247,1,2,1
4.098273702432975,-1.5765797036665858,2,1,1
0.7457000799408638,2.26161365492211,0,1,1
0.6347551907792732,-0.5087341568082093,1,0,0
-2.611625966886311,-0.4047638821215344,1,3,0
-1.5777410959871137,-0.5121734523119388,1,0,0
-0.7279356554609132,-1.2503096536094669,1,3,0
-1.7155796428403687,0.6465097957444227,0,0,0
0.42590371378206554,0.047806769027458,1,0,0
4.791129410260166,-0.5134811573317207,2,1,1
1.0039015708605563,0.09878589108401954,2,2,-1
-2.150613981398387,0.100765567995586,1,0,0
-1.5202162013122797,0.3614312093737264,1,3,0
0.510776386306724,2.19818116546401,0,0,0
2.172122576707739,-1.2310870582432343,2,1,1
